username,time,tweet_text
DemonKingCC,2022-04-26 13:02:09+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
complex_uk,2022-04-26 13:02:00+00:00,b'Chris Rock\xe2\x80\x99s mother on the Will Smith Oscars slap: \xe2\x80\x9cHe slapped all of us.\xe2\x80\x9d https://t.co/WcNUCooxfU'
Mimiye_B,2022-04-26 13:01:45+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
Sean_in_Socal,2022-04-26 13:01:38+00:00,"b'@DanielC57494821 @JerseysSports10 @johnrich An after Oscars party, where she photobombed him. You can tell the way\xe2\x80\xa6 https://t.co/zhNQSlQRJM'"
zferrarirv1,2022-04-26 13:01:31+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
clifford_banes,2022-04-26 13:01:23+00:00,"b'@snowdayfan1 @DavitLomadze @jakubvlasek @Noahpinion No but ""everyone who was ever at an Oscars afterparty is a pedo\xe2\x80\xa6 https://t.co/zYQCGy2typ'"
AMCSharehodler,2022-04-26 13:01:18+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
emissaryedits,2022-04-26 13:01:12+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
jblyle_battle,2022-04-26 13:01:03+00:00,b'@jacksinboston Indeed. What slap; what Oscars?'
921WROU,2022-04-26 13:00:05+00:00,"b'Chris Rock\xe2\x80\x99s Mom Reacts to Oscars Incident: \xe2\x80\x98When Will Smith Slapped Chris, He Slapped All of Us\xe2\x80\x99 https://t.co/UbgicYuv9U'"
all4women,2022-04-26 13:00:02+00:00,b'The Oscar winner is planning to practice yoga and meditation during his time in Mumbai.\n\nhttps://t.co/bKOfXzoj11'
Citi_Life_,2022-04-26 13:00:02+00:00,b'The Oscar winner is planning to practice yoga and meditation during his time in Mumbai.\n\nhttps://t.co/9NW9kQfqL7'
JezzDH,2022-04-26 12:59:51+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
Mattym43Matthew,2022-04-26 12:59:17+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
kinkyeggrolls,2022-04-26 12:58:53+00:00,b'RT @NATERERUN: Leaked footage of Nicki Minaj running back to the Oscar stage after Beyonc\xc3\xa9 texted her via iMessage about will smith &amp; Chris\xe2\x80\xa6'
abbaTmakama,2022-04-26 12:58:42+00:00,b'He will now film it and launch a  series  on YouTube Titled the \xe2\x80\x9cThe Will\xe2\x80\x9d to self reflection and restoration https://t.co/qC2eFY1spE'
bergevina1,2022-04-26 12:57:58+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
montique47,2022-04-26 12:57:54+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
ultrapurwater,2022-04-26 12:57:24+00:00,b'Will Smith still hasn\xe2\x80\x99t personally apologized to Chris Rock for Oscars slap\nhttps://t.co/tEGb0wpare'
LMFAO_K_Reazy,2022-04-26 12:56:40+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
BoomBizzle,2022-04-26 12:56:22+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
__GlobalTV,2022-04-26 12:55:59+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
kenneth39013024,2022-04-26 12:53:24+00:00,b'@WatinForDaTrain Again ur not staying on topic I compared oscars chips to Stephs because their resume is some what\xe2\x80\xa6 https://t.co/qL1NuctqgS'
tipsyterror,2022-04-26 12:52:53+00:00,b'RT @strangeharbors: Gabriel from Malignant has arrived at the #Oscars red carpet https://t.co/FZ5Ya13iTG'
maria_freiria,2022-04-26 12:52:39+00:00,b'RT @malikafavre: Behind the Lens \n\n@NewYorker Oscars 2020 cover illustration animated by Mathieu Maillefer https://t.co/6sV27y1T5q'
NetionalD,2022-04-26 12:52:29+00:00,b'Will Smith to \xe2\x80\x98practice yoga and meditation\xe2\x80\x99 after getting banned from\xc2\xa0Oscars https://t.co/EOA9AycQOr'
CursedByCastiel,2022-04-26 12:51:49+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
sarahfparsons,2022-04-26 12:51:33+00:00,b'RT @BernsteinJacob: Even really smart people say dumb things. Like Jimmy Kimmel saying that everyone loved Will Smith before the Oscars. Wh\xe2\x80\xa6'
tawilliams11,2022-04-26 12:51:26+00:00,"b""RT @oscarsclip: Diane Ladd, 'Wild at Heart' (Best Supporting Actress, 1990) #Oscars #oscarsclip https://t.co/qGiYeqIFpD"""
ryladante,2022-04-26 12:50:51+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
lilweety1,2022-04-26 12:50:44+00:00,b'@OscarS_EA Just want you to Experiences It and know the difference'
Kikuyorihanasu1,2022-04-26 12:49:52+00:00,"b'RT @FoxNews: Will Smith traveled to India to practice yoga, meditation following Oscars slap: report \nhttps://t.co/R0qB2mSXgU'"
cpamba33,2022-04-26 12:49:05+00:00,b'Nobody will slap Mike except maybe that idiot who was on the plane. Maybe the Oscars will give him a special invite to boost ratings.'
william_britt10,2022-04-26 12:48:33+00:00,"b""Chris Rock's mom reacts to the Oscars slap\nhttps://t.co/gpQxJAs9Nx"""
PrettyPolly_G27,2022-04-26 12:48:28+00:00,b'RT @UberFacts: Someone gets slapped at the Oscars roughly once every 93 years'
codmgbf,2022-04-26 12:47:11+00:00,"b'@nudoIIs after seeing this post, i felt so motivated. it changed my whole life, now i\xe2\x80\x99m a successfull person. i got\xe2\x80\xa6 https://t.co/Z0Y17ZHZu2'"
alybraly,2022-04-26 12:46:31+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
zevbaldwin,2022-04-26 12:46:10+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
musicboxtheatre,2022-04-26 12:45:41+00:00,"b""RT @TheAcademy: How Linda Muir went to great lengths to make #TheNorthman's costumes historically accurate. (EXCLUSIVE)\nhttps://t.co/oLK9ZI\xe2\x80\xa6"""
DesSolms,2022-04-26 12:45:28+00:00,b'Just warn yoga instructor not to make jokes #WillSmithAssault #WillSmith #Disgrace #Oscars @SkyNews @THR\xe2\x80\xa6 https://t.co/Rfe1X9ojuN'
thejobros,2022-04-26 12:45:16+00:00,b'RT @myspideyswift: ROBERT PATTINSON ARRIVED #Oscars https://t.co/AwawUYZNwh'
anselm_eduard71,2022-04-26 12:45:14+00:00,"b'RT @RosePinochet: \xf0\x9f\x87\xba\xf0\x9f\x87\xa6, Elon,\xf0\x9f\xa6\xa0,Disney,Trump, all your Zionist politicos, the Oscars. All these are a PR playground and YOU fell for it.'"
kennethkwr4,2022-04-26 12:44:46+00:00,b'Okay Chris! Either challenge Will to a duel or shake hands and get pass this. Jada is literally slapping Will every\xe2\x80\xa6 https://t.co/5RoMznEuw5'
callebzzy,2022-04-26 12:44:24+00:00,b'RT @SonicMovie: See you at the Oscars.'
Mr_Parks3,2022-04-26 12:43:59+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
dearhanyeri,2022-04-26 12:43:09+00:00,b'@omo_mummy__ yes! This was her at the Oscars last year \xe2\x98\xba\xef\xb8\x8f'
AwardsConnect,2022-04-26 12:42:57+00:00,"b""RT @oscarsclip: Diane Ladd, 'Wild at Heart' (Best Supporting Actress, 1990) #Oscars #oscarsclip https://t.co/qGiYeqIFpD"""
DaynaP1107,2022-04-26 12:42:38+00:00,b'Chris Rock Has A History Of Making Fun Of Jada Pinkett Smith https://t.co/3eo2zIqbo0 \n\nJada just loves attention! A\xe2\x80\xa6 https://t.co/jQTXxI0ZpT'
La_Croii,2022-04-26 12:42:24+00:00,b'And what if this picture is the real state of things?\xf0\x9f\xa4\xaf\n\n#movies #cinema #Oscars https://t.co/JbmbSeTObp'
tedd_descardes,2022-04-26 12:41:56+00:00,b'RT @dreammgrl: Kenya Moore at The 72nd Annual Oscars (2000) \xe2\x99\xa5\xef\xb8\x8f https://t.co/CxxSIcRDJq'
Lauthier4,2022-04-26 12:41:51+00:00,"b""RT @latimes: Why Hollywood editors still feel insulted by this year's Oscars https://t.co/mLbBmBBNJ5"""
mgaya_strange,2022-04-26 12:40:59+00:00,b'The outfit is the best film of 2022\n\n#TheOutfit #oscars #cinemanews'
blbeach,2022-04-26 12:40:53+00:00,b'RT @TitaniaMcGrath: THINGS THAT ARE RACIST\n(part 8)\n\n\xe2\x80\xa2 Biological sex \n\xe2\x80\xa2 Asking \xe2\x80\x9chow are you?\xe2\x80\x9d\n\xe2\x80\xa2 The Oscars \n\xe2\x80\xa2 Knitting https://t.co/J2IRGr\xe2\x80\xa6'
Mawuli_,2022-04-26 12:40:22+00:00,b'@lydiaforson Abi the ladies like the crying bit..\n\nSome men wants Oscars too'
USlatrun,2022-04-26 12:39:37+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
NinaKhuz,2022-04-26 12:39:36+00:00,"b'RT @FoxNews: Will Smith traveled to India to practice yoga, meditation following Oscars slap: report https://t.co/R0qB2mSXgU'"
DhsVikingStuco,2022-04-26 12:39:35+00:00,b'Give your teachers the recognition they deserve and vote for teacher oscars!! Vote on https://t.co/y8UvCXqzPE https://t.co/a4MtKaV516'
LaurieLawrenc17,2022-04-26 12:39:14+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
positivetone202,2022-04-26 12:39:02+00:00,"b'RT @uba_dike: In order to express the magnitude of his love for her, Smith publicly slapped his fellow man at the Oscars and hot banned for\xe2\x80\xa6'"
DameMac23,2022-04-26 12:38:48+00:00,b'Brooklyn got slapped at the Oscars and swept out the NBA playoffs. Smh'
Orinocopat,2022-04-26 12:38:14+00:00,"b'@JerryDunleavy It\xe2\x80\x99s  just Howard threatening to smelt his Oscars, or something.'"
mpho_seoyun0,2022-04-26 12:36:44+00:00,"b'RT @FoxNews: Will Smith traveled to India to practice yoga, meditation following Oscars slap: report https://t.co/R0qB2mSXgU'"
beaver97137,2022-04-26 12:36:43+00:00,b'RT @DEADLINE: #Oscars | Will Smith Slaps Chris Rock In The Face On Oscars Stage After Jab At Wife Jada Pinkett Smith\xe2\x80\x99s Appearance https://t\xe2\x80\xa6'
viviznants,2022-04-26 12:36:18+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
LindaMuehlig,2022-04-26 12:36:10+00:00,b'@ABC @gtconway3d @DrJAshton She reacted the same way that the audience did when Will Smith clocked Chris Rock at the Oscars.'
EleonoraCoppol9,2022-04-26 12:35:57+00:00,b'RT @LauraPausini: A year ago I was in Los Angeles waiting for the night of the Oscars.\nEveryday many magazines asked us for new pictures...\xe2\x80\xa6'
ArchiveInt,2022-04-26 12:35:09+00:00,"b'The film then received numerous awards and nominations, which includes a nomination for Best Visual Effects at the\xe2\x80\xa6 https://t.co/BTyUlloTim'"
MrSMCrules,2022-04-26 12:35:08+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
AlfredoGalindo,2022-04-26 12:34:31+00:00,"b""RT @latimes: Why Hollywood editors still feel insulted by this year's Oscars https://t.co/mLbBmBBNJ5"""
TBListings,2022-04-26 12:34:01+00:00,b'Indian graphic designer Khyati Trehan creates stunning visuals for the Oscars 2022 https://t.co/Rdx334dP3y'
Damzy951,2022-04-26 12:32:31+00:00,"b'RT @FoxNews: Will Smith traveled to India to practice yoga, meditation following Oscars slap: report https://t.co/R0qB2mSXgU'"
AmericanCousin1,2022-04-26 12:32:03+00:00,"b""RT @latimes: Why Hollywood editors still feel insulted by this year's Oscars https://t.co/mLbBmBBNJ5"""
theshocknews,2022-04-26 12:31:29+00:00,b'Jada Pinkett Smith Confirms \xe2\x80\x9cRed Table Talk\xe2\x80\x9d Will Discuss Oscars\xc2\xa0Incident https://t.co/uDBL2vpZ1d'
Juviaswaan,2022-04-26 12:30:27+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
masterartqiece,2022-04-26 12:29:51+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
latimes,2022-04-26 12:29:30+00:00,"b""Why Hollywood editors still feel insulted by this year's Oscars https://t.co/mLbBmBBNJ5"""
Gracy_here,2022-04-26 12:29:07+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
HankaJams2022,2022-04-26 12:29:03+00:00,b'no chance if its like the script which is too risque for the oscars'
HyacinthT12,2022-04-26 12:28:42+00:00,"b'RT @mid_day: #ICYMI Top 10 #EntertainmentNews of the week: #WillSmith at #Oscars; #ShehnaazGill, #BTS\xe2\x80\x99s #Jungkook respond trolls \n\n https:/\xe2\x80\xa6'"
sol_oscars,2022-04-26 12:28:27+00:00,"b'RT @RizaaR_: \xf0\x9f\x90\xb0Bunnies N Homies Giveaway \xf0\x9f\x90\xb0\n\n5x WL Spots\n1x 0.5 $SOL \n\n\xf0\x9f\x8e\xab To Enter:\n1\xe2\x83\xa3 Like, RT and tag your friends\n2\xe2\x83\xa3 Follow @BunniesNHomies\xe2\x80\xa6'"
ToniaPe78067014,2022-04-26 12:28:02+00:00,"b""RT @gfreefun: Welcome to all of the people who are in shock that someone made fun of someone else's medical condition last night on the #Os\xe2\x80\xa6"""
Melsta17,2022-04-26 12:27:53+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
Cauliny,2022-04-26 12:27:44+00:00,b'The most disconnected from the real world thing he could have done. https://t.co/9hn7TvN9uE'
jacksinboston,2022-04-26 12:27:39+00:00,"b'Lady on the news: ""We\'re still talking about that infamous slap last month at the Oscars...""\nMe: ""Are we?""'"
ThelAstame,2022-04-26 12:27:18+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
Eagleagain1,2022-04-26 12:26:29+00:00,b'RT @multiverseofskz: \xe2\x80\x98will smith banned from oscars for ten years\xe2\x80\x99 okay fire amber heard and give johnny depp all his roles back'
tommyboy_1989,2022-04-26 12:26:26+00:00,b'@RSforyou722 @awards_watch 2023. 1917 had around the same release date and got multiple Oscars.'
Orinocopat,2022-04-26 12:25:54+00:00,"b'@GovHowardDean Will you really go away, or will you only threaten to smelt your Oscars?'"
MeezyTaughtMe25,2022-04-26 12:25:51+00:00,b'Just have Martin Scorsese host the Oscars and talk at us about old movies for 6 hours. Fuck ratings. https://t.co/mYd9A1jaYk'
Gandalfito73,2022-04-26 12:25:29+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
KeoniTylerPub,2022-04-26 12:25:18+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
atatitrindade,2022-04-26 12:25:15+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
DoubleDrCrystal,2022-04-26 12:24:52+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
nethrow,2022-04-26 12:24:52+00:00,"b""43 of 100: Life is not the amount of breaths you take, it's the moments that take your breath away\xe2\x80\xa6 like when Will\xe2\x80\xa6 https://t.co/NR8I4AoqHI"""
NLamprinos,2022-04-26 12:24:42+00:00,b'RT @TheAcademy: Every shade of red. #Oscars https://t.co/QaI3nZXMEl'
NLamprinos,2022-04-26 12:24:37+00:00,b'RT @OscarawardsTv: Now Leaked\xf0\x9f\x93\xb2Watch Oscars 2022 Livestream\n\xf0\x9f\x94\xb4\xe2\x98\x91\xef\xb8\x8f Oscars Broadcast live\nMobile\xe2\xa4\xb5\xef\xb8\x8fPC\xe2\xa4\xb5\xef\xb8\x8f\n\n\xf0\x9d\x90\x93\xf0\x9d\x90\x95 \xf0\x9d\x90\x8b\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7\xf0\x9d\x90\xa4\xf0\x9f\x8e\xa5\xf0\x9f\x94\xb4  : \n@OscarawardsTv\n\xf0\x9f\x96\xa5\xef\xb8\x8fClick Her\xe2\x80\xa6'
fcornish_11,2022-04-26 12:24:37+00:00,b'$300 million later Will Smith thinks he can slap a rock out of water #oscars #willsmith #chrisrock #elonmusk #films\xe2\x80\xa6 https://t.co/L9Qa6f2xOf'
CybelDP,2022-04-26 12:23:51+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
virusskk,2022-04-26 12:23:41+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
BreakItUBuyIt68,2022-04-26 12:23:38+00:00,b'@CanonWilson1 @Dark_Seik @RPat360 @KrakoanG Dr. Sike doesn\xe2\x80\x99t have a source. He doesn\xe2\x80\x99t trust the data. Which means\xe2\x80\xa6 https://t.co/GMKn26azpW'
AsaBurns,2022-04-26 12:23:35+00:00,"b'Hey guys, I\'m going to be live tweeting the video ""Watch the uncensored moment Will Smith smacks Chris Rock on stag\xe2\x80\xa6 https://t.co/DRXcwShjDc'"
anish_nanda,2022-04-26 12:23:24+00:00,"b'Chris Rock Finally Breaks His Silence After Will Smith\'s Slapgate Controversy At Oscars 2022: \\""Healed From The Nic\xe2\x80\xa6 https://t.co/aLspDQtGVd'"
anupapaya,2022-04-26 12:22:53+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
Strive4GreatACH,2022-04-26 12:22:34+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
anish_nanda,2022-04-26 12:22:27+00:00,"b'Chris Rock Finally Breaks His Silence After Will Smith\'s Slapgate Controversy At Oscars 2022: \\""Healed From The Nic\xe2\x80\xa6 https://t.co/WMNFcQJQ4m'"
vpprodaudio,2022-04-26 12:22:17+00:00,b'Did you know that Ukrainian-born film #composer Dimitri Tiomkin had a huge impact on the sound of westerns in the m\xe2\x80\xa6 https://t.co/rqQ9Q5VQGR'
SofiaAnnMaury,2022-04-26 12:22:14+00:00,b'@boxmontessori To think that harry gave up all those honors for a D-list actress...\n\nIf you gonna trade those honor\xe2\x80\xa6 https://t.co/HR252HporH'
DavidFilmScout,2022-04-26 12:22:14+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
850BoiDoela,2022-04-26 12:21:51+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
THR,2022-04-26 12:21:08+00:00,"b'In a video message, ACE addressed the controversial decision to present eight categories in advance of the live\xe2\x80\xa6 https://t.co/cb7hjWRO1H'"
burpbbpy,2022-04-26 12:21:02+00:00,"b""RT @oscarsclip: Diane Ladd, 'Wild at Heart' (Best Supporting Actress, 1990) #Oscars #oscarsclip https://t.co/qGiYeqIFpD"""
Slappy_san,2022-04-26 12:20:50+00:00,b'RT @DenofGeekUS: The streaming service Netflix pulled the plug on the sequel to Will Smith\xe2\x80\x99s Bright following the controversy at The Oscars\xe2\x80\xa6'
PlateKnight,2022-04-26 12:19:54+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
SLStreetNews,2022-04-26 12:19:24+00:00,"b'Hot off the press! Salt Lake Street News Daily is out! https://t.co/SCbjYLrqMo Please read, like, follow, share, re\xe2\x80\xa6 https://t.co/KHPklP5pui'"
rose_a87,2022-04-26 12:17:55+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
untitleddotbmp,2022-04-26 12:17:55+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
DKbluth,2022-04-26 12:17:28+00:00,"b'@nonna_yogi 4/23/2021 been trying for over a year sis\xe2\x80\xa6 \xe2\x80\x9cover a million\xe2\x80\x9d. Now 4+ million. I can\xe2\x80\x99t go to Oscars, or c\xe2\x80\xa6 https://t.co/sdJDelANaq'"
MinnieNelaa,2022-04-26 12:16:35+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
priyapal655,2022-04-26 12:15:16+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
qawe5,2022-04-26 12:14:56+00:00,b'RT @loisbeckett: Oscars Week catering by Wolfgang Puck https://t.co/CUeIQ4TZGE'
fcornish_11,2022-04-26 12:14:42+00:00,b'Big up Freddie Mercury\xe2\x80\x99s fantastic role as Rami Malek!! \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc #ramimalek #Oscars #films #music https://t.co/RRG5sqYXGO'
percystenthi,2022-04-26 12:14:38+00:00,b'RT @queennn94: deserved the oscars for best cinematography and best costume design. i said what i needed to say. https://t.co/tsBLWfplrL'
No_esixto,2022-04-26 12:14:31+00:00,"b""RT @oscarsclip: Diane Ladd, 'Wild at Heart' (Best Supporting Actress, 1990) #Oscars #oscarsclip https://t.co/qGiYeqIFpD"""
mattroembke,2022-04-26 12:14:21+00:00,b'@LightsCameraPod The second biggest cheer moment I. Film@history (according to the oscars)'
JayceNardin,2022-04-26 12:13:26+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
_joshuaosei,2022-04-26 12:13:15+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
TooMuchKHUSHI,2022-04-26 12:13:15+00:00,b'RT @multiverseofskz: \xe2\x80\x98will smith banned from oscars for ten years\xe2\x80\x99 okay fire amber heard and give johnny depp all his roles back'
EM6211,2022-04-26 12:12:16+00:00,"b""RT @oscarsclip: Diane Ladd, 'Wild at Heart' (Best Supporting Actress, 1990) #Oscars #oscarsclip https://t.co/qGiYeqIFpD"""
SteveAl71195719,2022-04-26 12:11:38+00:00,"b""RT @GonzoMagazineUK: Award shows are so boring nowadays. Here's a fun clip from 1998 when Billy Connolly gave Sean Connery his BAFTA fellow\xe2\x80\xa6"""
maybanotherlife,2022-04-26 12:10:18+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
korporateanchor,2022-04-26 12:10:18+00:00,"b'@TheRoyalsNFT I\'m looking forward to the Royal Gala! That Royal ""Oscars"" experience\xf0\x9f\x91\x91\xf0\x9f\x98\x8e'"
FaceMcnerd,2022-04-26 12:10:05+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
la_chickenegg,2022-04-26 12:10:04+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
TomSc,2022-04-26 12:08:32+00:00,"b""RT @LakeofStars: \xf0\x9f\x93\xa3Big News: On Saturday evening, we present Flee (Flugt). At this year's Oscars it was the first film ever to be nominated\xe2\x80\xa6"""
medicinehelp,2022-04-26 12:08:30+00:00,b'\xe2\x80\x98Will Smith\xe2\x80\x99 Super Fans Scared Witless At Oscars After Slap In \xe2\x80\x98SNL\xe2\x80\x99 Sketch https://t.co/zeue3mVQ1n'
sniffstiel,2022-04-26 12:08:16+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
2WO_Hand_Slap,2022-04-26 12:08:02+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
EleanorMooe,2022-04-26 12:07:56+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
SillysWill1,2022-04-26 12:07:34+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
Destiel_1979,2022-04-26 12:07:28+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
ophetiny,2022-04-26 12:07:21+00:00,b'RT @Variety: .@BTS_twt makes a surprise appearance during the #Oscars. https://t.co/YILAwH0cbk https://t.co/bOqCccoxjK'
CasIsLoved,2022-04-26 12:07:01+00:00,"b""castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha\xe2\x80\xa6 https://t.co/mK6dSjvVNq"""
hellopugh,2022-04-26 12:06:58+00:00,"b'larries trying to convince themselves dwd will be a flop and critically panned while variety, vogue, vanity fair, e\xe2\x80\xa6 https://t.co/p5pKCNJFfA'"
mstijai,2022-04-26 12:06:30+00:00,"b""If an actual #BlackTwitter was created would y'all even show up. From celebrities, to the fans, to everyday people.\xe2\x80\xa6 https://t.co/RLYwDsSIHl"""
ava_gasca,2022-04-26 12:06:13+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
