username,time,tweet_text
stupidcitrus,2022-04-26 16:18:02+00:00,b'RT @Yahiamice: this is what REALLY HAPPENED AT THE OSCARS!!!! #willsmoth #chriscross #notclickbait #oskcars #cars #disney https://t.co/QyBW\xe2\x80\xa6'
patakinikyxx,2022-04-26 16:17:50+00:00,b'RT @Variety: Kendall Jenner arrives to the Vanity Fair #Oscars party. https://t.co/abMq1BYSsP https://t.co/OohfVaaFLR'
gloriamor80,2022-04-26 16:17:46+00:00,"b'RT @TMZ: Will Smith\xe2\x80\x99s Netflix Sequel \xe2\x80\x98Bright 2\xe2\x80\x99 Reportedly Canceled, Unrelated to Oscars Slap (via @[BET]) https://t.co/86JnTtnDTG'"
MalcolmCombe,2022-04-26 16:17:28+00:00,"b'RT @shepwedd: Nominees at this year\xe2\x80\x99s Oscars received an \xe2\x80\x98Everyone Wins\xe2\x80\x99 goody bag, the contents of which were valued at $137,000.\n\nWith re\xe2\x80\xa6'"
eroswet,2022-04-26 16:17:08+00:00,b'@seigfied dune: 6 oscars\nariana: fanta awards'
dean_frey,2022-04-26 16:17:08+00:00,"b'Raquel Welch presents Giorgio Moroder with his first (of three) Oscars: Best Original Score for Midnight Express, 1\xe2\x80\xa6 https://t.co/ELHDE2NVLO'"
MetaJaunNews,2022-04-26 16:16:46+00:00,b'Will Smith hasn\xe2\x80\x99t \xe2\x80\x98personally\xe2\x80\x99 apologized to Chris Rock for Oscars slap:\xc2\xa0report https://t.co/UfYFqzLwAe'
XMIVulcan,2022-04-26 16:16:43+00:00,"b""Everyone trashin El Muerto like that movie isn't gonna sweep the Oscars https://t.co/7JnlbVsUZh"""
MiguelJaquezT,2022-04-26 16:16:39+00:00,"b'@JoJoFromJerz #ByeTwitter \nThe ones that are celebrating free speech wanted to cancel Twitter, CNN, MSNBC, Univisio\xe2\x80\xa6 https://t.co/utZcGSvyxL'"
MrVicePrez,2022-04-26 16:16:36+00:00,"b""@ok_schlatter @jonmchu It doesn't need to feature anything new, they just do that for Oscars.  Dramatically, the sh\xe2\x80\xa6 https://t.co/vPvlndqSKx"""
KishanPrataap,2022-04-26 16:16:05+00:00,b'RT @Dev_akash___: Will Smith inspires me. The way he defended his wife at the Oscars is amazing. \n\n#InspireGreatness @tcl_india #InspireGre\xe2\x80\xa6'
MiguelJaquezT,2022-04-26 16:16:01+00:00,"b'@nypost #ByeTwitter \nThe ones that are celebrating free speech wanted to cancel Twitter, CNN, MSNBC, Univision, Tel\xe2\x80\xa6 https://t.co/bHSaCVC3KO'"
MiguelJaquezT,2022-04-26 16:15:41+00:00,"b'#musktwitter \n#ByeTwitter \nThe ones that are celebrating free speech wanted to cancel Twitter, CNN, MSNBC, Univisio\xe2\x80\xa6 https://t.co/6nCUIvIU0r'"
motogpida93,2022-04-26 16:15:28+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
gangabadaeureka,2022-04-26 16:15:14+00:00,b'@willsmith has been spotted in public for the first time since slapping Chris Rock at the Oscars \xe2\x80\x93 all the way in I\xe2\x80\xa6 https://t.co/TD9WJ4rz7Z'
TheSahuNews,2022-04-26 16:15:09+00:00,"b'For spiritual reasons, Will Smith flies to India after\xc2\xa0Oscars https://t.co/0XaXv7ZhPm'"
funnysmartguy12,2022-04-26 16:15:09+00:00,b'elon musk will smith chris rock oscars'
bestpicturecast,2022-04-26 16:14:58+00:00,b'RT @thecircuitverse: Make sure to check this out! These guys are the best in the business #FilmTwitter #podcasts #Oscars'
lustrouspapi,2022-04-26 16:14:49+00:00,b'Coming to SWEEP the Oscars I fear\xe2\x80\xa6 https://t.co/pRzLMEa7Xn'
moonlightnegin,2022-04-26 16:14:39+00:00,b'@FilmUpdates their oscars are comings \xf0\x9f\xa4\xad'
KwakuOdifuor,2022-04-26 16:14:27+00:00,b'Best Actor at the next Oscars https://t.co/wLMIij5i7E'
MiguelJaquezT,2022-04-26 16:14:16+00:00,"b'#ByeTwitter \nThe ones that are celebrating free speech wanted to cancel Twitter, CNN, MSNBC, Univision, Telemundo,\xe2\x80\xa6 https://t.co/yBStpo7Jur'"
rickyyyyh,2022-04-26 16:14:06+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
netherlandsbill,2022-04-26 16:13:49+00:00,"b""@piturainfamante @jesseredwards Hacksaw Ridge at the Oscars wasn't that long ago, and Catholic media has been prett\xe2\x80\xa6 https://t.co/OBNIKB2JPg"""
EdgardoLongo,2022-04-26 16:13:37+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
Juangra28135576,2022-04-26 16:13:31+00:00,"b""RT @DojaFad: @PopBase Ariana coming for TWO oscars I'm afraid"""
Studylaw1,2022-04-26 16:13:23+00:00,b'@P0S1T1ON5 @PopBase Oscars is not grammy..not easy to win'
ParveenGhosh72,2022-04-26 16:13:11+00:00,"b'RT @billieeilish: Watch Billie\'s performance of ""No Time To Die"", the Academy Award-winning @007 theme song, at the 94th #Oscars. @TheAcade\xe2\x80\xa6'"
kordeisgrande,2022-04-26 16:13:03+00:00,b'no but i\xe2\x80\x99m excited for ariana like TWO WICKED MOVIES?? she\xe2\x80\x99s about them oscars and emmys DOWN! https://t.co/Hv8UNCL96u'
churchladysays,2022-04-26 16:11:34+00:00,"b""RT @Chris_1791: Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/IUNe5WqYjr via @foxnews"""
multiofmad,2022-04-26 16:11:22+00:00,b'WICKED BEING TWO MOVIES MEANS THERE\xe2\x80\x99S ROOM FOR NEW SONGS WHICH MEANS THEY CAN GET A BEST ORIGINAL SONG NOM AND ARIA\xe2\x80\xa6 https://t.co/C9IsW4SxEf'
virtuosointel,2022-04-26 16:11:14+00:00,"b'RT @shadowandact: When asked about working with Smith again, Bay said told Entertainment Weekly, \xe2\x80\x9cAbsolutely, 100 percent.\xe2\x80\x9d\nhttps://t.co/CL\xe2\x80\xa6'"
DojaFad,2022-04-26 16:10:52+00:00,"b""@PopBase Ariana coming for TWO oscars I'm afraid"""
najeeb_alawadhy,2022-04-26 16:10:48+00:00,"b'@AlaaMubarak_ The American director, who won five Oscars, Francis Ford Coppola, the director of the film series, Th\xe2\x80\xa6 https://t.co/rk0GUF90Yi'"
AMD__C,2022-04-26 16:10:16+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
MattLeidholm,2022-04-26 16:09:58+00:00,b'@TheMuppets @holeymoleyabc @ABCNetwork @hulu The Muppets should host the Oscars. This is my most strongly held opinion.'
anas_erindra,2022-04-26 16:09:39+00:00,b'RT @ELLEmagazine: The Best Dressed Celebrities At The 2022 Academy Awards https://t.co/Q6DvyvwjIb'
anas_erindra,2022-04-26 16:09:36+00:00,b'RT @ELLEmagazine: The Best Hair and Makeup Looks From The 2022 Oscars https://t.co/oHzLvIb1j6'
Knewz_Currently,2022-04-26 16:09:21+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/P4iDWJ6uLV https://t.co/xT2Nd7zes3"""
coldthem,2022-04-26 16:09:13+00:00,b'RT @most_opppressed: ok enough Oscars twitter. let\xe2\x80\x99s get back to Baklava twitter. https://t.co/0bhzilnxZW'
ZyiteGadgets,2022-04-26 16:09:10+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/JBtXdoKpDf https://t.co/wxSEcjzn7h"""
cielo24,2022-04-26 16:09:09+00:00,b'Check out our #blog on #CODA and its historic win at the #Oscars with a mostly #deaf cast! https://t.co/Tf5jRoqqzt'
Chris_1791,2022-04-26 16:09:09+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/IUNe5WqYjr via @foxnews"""
BerkleyBearNews,2022-04-26 16:09:07+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/MfZQExqECx #news #topstories #berkleybearnews"""
BlkLibraryGirl,2022-04-26 16:08:59+00:00,"b'RT @shadowandact: When asked about working with Smith again, Bay said told Entertainment Weekly, \xe2\x80\x9cAbsolutely, 100 percent.\xe2\x80\x9d\nhttps://t.co/CL\xe2\x80\xa6'"
najeeb_alawadhy,2022-04-26 16:08:27+00:00,"b'@US_World1 The American director, who won five Oscars, Francis Ford Coppola, the director of the film series, The G\xe2\x80\xa6 https://t.co/giLcj4WS2B'"
ShaunBeezee,2022-04-26 16:08:25+00:00,"b'@getFANDOM After he catches the hammer &amp; has the \xe2\x80\x9cthis shit ain\xe2\x80\x99t happening\xe2\x80\x9d look on his face, Chris Evans should have won all the Oscars.'"
BaystreetRising,2022-04-26 16:08:10+00:00,"b'Big upside in this one\n\xf0\x9f\x9a\x80Malta and Ont gambling licenses \n\xf0\x9f\x9a\x80will be able to bet on esports, sports, the oscars, and e\xe2\x80\xa6 https://t.co/47P1cpYWVa'"
isang_manok,2022-04-26 16:07:08+00:00,b'i got jumpscared by oscars ass'
CarlosR3750,2022-04-26 16:06:58+00:00,"b'@TheAcademy: *Nominates an Adult animated movie of The Oscars 2022*\n\nAlso @TheAcademy: ""Haha, let\'s put 3 live acti\xe2\x80\xa6 https://t.co/rOvzkcgxTA'"
ThriftWallet,2022-04-26 16:06:57+00:00,b'Will Smith hasn\xe2\x80\x99t \xe2\x80\x98personally\xe2\x80\x99 apologized to Chris Rock for Oscars slap:\xc2\xa0report https://t.co/kUaWCycuwe'
LightSirenPros,2022-04-26 16:06:35+00:00,b'RT @LightSirenPros: Producer: LAPD offered to arrest Will Smith after Oscars slap https://t.co/mShbcsax4j https://t.co/tYassQcrhg'
wise_diva,2022-04-26 16:05:51+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
vlonemarioo,2022-04-26 16:04:40+00:00,b'RT @__february23: This slap better than the #Oscars HANDS DOWN\xe2\x80\xbc\xef\xb8\x8f. https://t.co/pkWM6lD8BC'
cml_twt,2022-04-26 16:04:27+00:00,b'I don\xe2\x80\x99t know why my Japanese Professor always picks the most sickening wholesome/ depressing Japanese movies for us\xe2\x80\xa6 https://t.co/DtCw7uE5r9'
anas_erindra,2022-04-26 16:04:18+00:00,b'RT @ELLEmagazine: Jada Pinkett Smith Stuns In Gold Dress During First Appearance Since Oscars https://t.co/MdqRiT5V0v'
123_INFO_USA,2022-04-26 16:04:07+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report\n#123INFO\nhttps://t.co/ljoEggnmD9"""
unofficiallyjay,2022-04-26 16:04:03+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
kennethkwr4,2022-04-26 16:03:51+00:00,"b""It's obvious who's at fault. Rock was not aware of Jada's condition. He's a comedian. If Will didn't slap anyone co\xe2\x80\xa6 https://t.co/ES9wwR3iw8"""
219RJx,2022-04-26 16:03:38+00:00,b'RT @__february23: I lied \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#Oscars #WillSmith #SlapChrisRock #Tupac https://t.co/vp1gdZX0Kq'
GOAT_Traders,2022-04-26 16:03:04+00:00,"b'RT @GOATLifeNFT: When I met Tyler Henry @tyhenrymedium at the Oscars Pre-party, I had no clue he\xe2\x80\x99d have his own hit @Netflix series, Life A\xe2\x80\xa6'"
EpheViolette,2022-04-26 16:02:37+00:00,b'RT @BerniceKing: No surprise that many people who just couldn\xe2\x80\x99t \xe2\x80\x9ccondone the violence\xe2\x80\x9d of a slap at the #Oscars are either silent about the\xe2\x80\xa6'
thecircuitverse,2022-04-26 16:02:24+00:00,b'Make sure to check this out! These guys are the best in the business #FilmTwitter #podcasts #Oscars https://t.co/NBkglpzp2I'
GOAT_ClubNFT,2022-04-26 16:02:20+00:00,"b'RT @GOATLifeNFT: When I met Tyler Henry @tyhenrymedium at the Oscars Pre-party, I had no clue he\xe2\x80\x99d have his own hit @Netflix series, Life A\xe2\x80\xa6'"
coachford95,2022-04-26 16:02:09+00:00,b'RT @AlexJSarama: We played the Oscars. Receive a nomination (bonus point) each time you prevent an aggressive coverage. Players do an amazi\xe2\x80\xa6'
Tberry57,2022-04-26 16:02:04+00:00,"b""RT @MMandOscar: We review The Northman w/ Kenzie Vanunu!\nhttps://t.co/nOUq3tfJMs\n\nEaster Eggers ends with a shocking twist - we didn't like\xe2\x80\xa6"""
tailspilled,2022-04-26 16:01:46+00:00,b'RT @ryufied: When loona performs at the Oscars and then Paul wins best actor and then he goes up on stage and Chuu from loona personally co\xe2\x80\xa6'
AlexJSarama,2022-04-26 16:01:46+00:00,b'We played the Oscars. Receive a nomination (bonus point) each time you prevent an aggressive coverage. Players do a\xe2\x80\xa6 https://t.co/t47OsGYSZY'
academy_queens,2022-04-26 16:01:45+00:00,"b""RT @MMandOscar: We review The Northman w/ Kenzie Vanunu!\nhttps://t.co/nOUq3tfJMs\n\nEaster Eggers ends with a shocking twist - we didn't like\xe2\x80\xa6"""
Paul_Spivak_,2022-04-26 16:01:32+00:00,b'@MrmantleRoss @Bmo365 @JackPosobiec 2014 Vanity Fairs Oscars Party. Was there with actress wife. Not even some underground thing.'
AbortionFront,2022-04-26 16:01:32+00:00,"b'Less toxic masculinity &amp; more beautiful masculinity, please &amp; thank you! Comedian &amp; our fav queer icon, @Dlocokid,\xe2\x80\xa6 https://t.co/spcUKjWVX4'"
blonayview,2022-04-26 16:01:14+00:00,"b""RT @IFI_Dub: Last chance to watch at the IFI this week: #Oscars winner CODA and the powerful drama PLAYGROUND.\n\nDon't miss them on the big\xe2\x80\xa6"""
IFI_Dub,2022-04-26 16:01:00+00:00,"b""Last chance to watch at the IFI this week: #Oscars winner CODA and the powerful drama PLAYGROUND.\n\nDon't miss them\xe2\x80\xa6 https://t.co/Y6MnnOzH0F"""
chrisvallario,2022-04-26 16:00:31+00:00,b'Riz Ahmed - The Long Goodbye (Best Live Action Short - Oscars 2022) https://t.co/Cwz9S5gnsS via @YouTube'
shadowandact,2022-04-26 16:00:27+00:00,"b'When asked about working with Smith again, Bay said told Entertainment Weekly, \xe2\x80\x9cAbsolutely, 100 percent.\xe2\x80\x9d\nhttps://t.co/CLpc5zYLMF'"
eurweb,2022-04-26 16:00:09+00:00,"b""Will Smith and Family on 'Spiritual Tour' in India After Oscars Slap - https://t.co/PBiBOrXLNK https://t.co/O1OhQ97dLc"""
WillSmithBan,2022-04-26 16:00:02+00:00,"b""3635 days left in Will Smith's ban from the #Oscars."""
OscarsBarMCR,2022-04-26 16:00:02+00:00,"b""Planning the week ahead? Oscars is open tonight from 6pm-midnight. We're also the place to be on Sunday 1 May when\xe2\x80\xa6 https://t.co/iLlz0IBD0e"""
the_wake,2022-04-26 16:00:00+00:00,"b'The good, the bad, and the ugly of the Oscars https://t.co/AkkcOklvnN'"
taegavia,2022-04-26 15:58:17+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
AllFunctions,2022-04-26 15:57:18+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
Sirenhead_Maaz,2022-04-26 15:56:12+00:00,"b""@theBurk3nator Can't believe this wasn't the best cheer moment at the Oscars!"""
otraaluz,2022-04-26 15:55:40+00:00,b'RT @multiverseofskz: \xe2\x80\x98will smith banned from oscars for ten years\xe2\x80\x99 okay fire amber heard and give johnny depp all his roles back'
jaycellamas,2022-04-26 15:55:37+00:00,b'RT @__february23: This slap better than the #Oscars HANDS DOWN\xe2\x80\xbc\xef\xb8\x8f. https://t.co/pkWM6lD8BC'
xdarkinsjde_,2022-04-26 15:55:00+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
sxpn4p,2022-04-26 15:54:39+00:00,b'RT @Dream: I need twitter likes:\n\nWill Smith slapped Chris Rock at Oscars'
_sinenhlanhla_,2022-04-26 15:54:31+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
SamagameC,2022-04-26 15:54:05+00:00,b'All nominees for the Oscars\xc2\xa02016 https://t.co/3z9HFzhCqp'
msiindaeyo,2022-04-26 15:53:51+00:00,"b'RT @ikonictrsr_131: After seeing this scene, I feel so motivated. It changed my life, now I\xe2\x80\x99m a successful person.I got 9 olympic gold meda\xe2\x80\xa6'"
neutronneedle,2022-04-26 15:53:44+00:00,"b'RT @RevealAnd: @Out5p0ken AND the wife of a sitting Supreme Court Justice was in on the plan, and yet our \xe2\x80\x9cnews\xe2\x80\x9d media treated a slap at th\xe2\x80\xa6'"
wayjamie,2022-04-26 15:53:15+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
954bangtan,2022-04-26 15:52:33+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
simpforilcey,2022-04-26 15:52:16+00:00,"b""ok but the scene where they find out about the car is why i'm driving to Turkey to hand them all the oscars\n#yargi\xe2\x80\xa6 https://t.co/LAWGheTKG5"""
FreakoSuave103,2022-04-26 15:52:07+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
caesar_gallup,2022-04-26 15:52:03+00:00,"b""RT @celebspkrs4u: Ticket Sales for Chris Rock's Comedy Tour Soar\xc2\xa0After Oscars Altercation https://t.co/2TJcQgOHHv"""
StrongMoneySlim,2022-04-26 15:51:44+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
ripmarkelboomin,2022-04-26 15:51:19+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
berryeonnie,2022-04-26 15:50:39+00:00,"b'RT @ikonictrsr_131: After seeing this scene, I feel so motivated. It changed my life, now I\xe2\x80\x99m a successful person.I got 9 olympic gold meda\xe2\x80\xa6'"
ShahriyarAriyaM,2022-04-26 15:50:37+00:00,b'RT @Dream: I need twitter likes:\n\nWill Smith slapped Chris Rock at Oscars'
koojuien,2022-04-26 15:50:11+00:00,"b'RT @oscarsclip: And exactly after 24 hours, this film clip has now reached 1 million views. The power of Olivia Colman. #Oscars #oscarsclip\xe2\x80\xa6'"
jokesondrew,2022-04-26 15:50:09+00:00,"b""RT @MMandOscar: We review The Northman w/ Kenzie Vanunu!\nhttps://t.co/nOUq3tfJMs\n\nEaster Eggers ends with a shocking twist - we didn't like\xe2\x80\xa6"""
KwakuOdifuor,2022-04-26 15:50:00+00:00,b'CheEsquire: Best Actor at the next Oscars https://t.co/wLMIij5i7E'
natalie7465,2022-04-26 15:49:50+00:00,"b'RT @sharonstone: We who live in public win, lose, succeed &amp; fail in front of you. Please value the whole of our humanity. We are just like\xe2\x80\xa6'"
CinemaInNoir,2022-04-26 15:49:32+00:00,b'Will Smith has wound up in India to do yoga and meditate almost a month after his Oscars slap https://t.co/6sxtzY1vnm'
heinz_iG,2022-04-26 15:49:26+00:00,"b'@InGoodKompany @kefinsequeira @a_garfield @ScrotyBoogerba1 @TenHagBalI Emenalo saw it then and said it, playing for\xe2\x80\xa6 https://t.co/1ZRxS7zjSk'"
TeamStatement,2022-04-26 15:49:04+00:00,"b""Chris Rock's Mom Says When Will Smith Slapped Her Son at the Oscars, \xe2\x80\x98He Slapped All of Us\xe2\x80\x99 https://t.co/nxuw3ADJmd"""
levi_mccurdy,2022-04-26 15:49:03+00:00,b'Uhhhhhhmmmmmmmmm\n\nWHEN THE FUCK DID THIS COME OUT!? If it was before the Oscars - then WTF!? - if it was after the\xe2\x80\xa6 https://t.co/S0uyt5avZD'
nicoleackman16,2022-04-26 15:48:50+00:00,"b""RT @NextBestPicture: Who could follow in Kathryn Bigelow, Chloe Zhao &amp; Jane Campion's footsteps this awards season to become the next femal\xe2\x80\xa6"""
PrvttybxiJ,2022-04-26 15:48:44+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
pewpewzapzap1,2022-04-26 15:48:43+00:00,b'RT @CinemaExec: @ItsJustN1ck @CultureCrave All those actors be thanking God when they win their oscars no one says shit.. everyone has righ\xe2\x80\xa6'
hodaliling,2022-04-26 15:47:54+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
